iso	glottocode	name	status	WRITING	DEVELOPMENT	USE	SIGN_LANGUAGE	UNWRITTEN	LITERATURE	NEWSPAPERS	TV	RADIO	TAUGHT	SHIFTING	SHIFTED	NT	OT	BIBLE	Dictionary	Grammar	LITERACY_L1	LITERACY_L2	Writing	Language Development	Language Use
jct	krym1236	Judeo-Crimean Tatar	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		1	0	N/A	N/A	Cyrillic script [Cyrl]. Latin script [Latn].	Dictionary. Texts.	Rarely used even by the elderly who know it (Salminen 2007). Elderly only.Shifted to Ukrainian [ukr].
trj	tora1267	Toram	Primarily oral	EMPTY	EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		0	0	N/A	N/A			Shifted to Chadian Arabic [shu].
mev	mann1248	Mann	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		1	1	N/A	N/A	Latin script [Latn].	Dictionary. Grammar. NT: 1978.	Also use Dan [dnj], especially outside home area of Nimba County. Also use Liberian English [lir]. Used as L2 by Dan [dnj].
sku	saka1289	Sakao	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		1	1	Low.	N/A	Latin script [Latn].	Literacy rate in L1: Low. No systematic adherence to one orthography. Dictionary. Grammar. Bible portions: 1905–1949.	Home, Community; Mixed: Work, Religion, Education. Used by all. Positive attitudes. All also use Bislama [bis]. Some also use English [eng]. Used as L2 by Ngen [ssv].
yry	yarl1238	Yarluyandi	Primarily oral	EMPTY	EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		0	0	N/A	N/A			Shifted to English [eng].
ore	orej1242	Orejón	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	1	0	0	0		1	0	N/A	N/A	Latin script [Latn].	Dictionary. Bible portions: 1967–1976.	Younger generation has abandoned the language and most of the Maijuna culture (Crevels 2007). Shifting to Spanish [spa].
viv	idun1242	Iduna	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	1	75%–100%.	75%–100%.	Latin script [Latn].	Literacy rate in L1: 75%–100%. Literacy rate in L2: 75%–100%. Grammar. NT: 1983–2003.	Used by all. Positive attitudes. Many also use English [eng] (Kassell and Lambrecht 2012). Some also use Dobu [dob] (Kassell and Lambrecht 2012). Used as L2 by Dima [jma], Kaninuwa [wat], Koluwawa [klx].
thn	thac1235	Thachanadan	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	30% (2004 survey).	Unwritten [Qaax].	Literacy rate in L2: 30% (2004 survey). Literacy rate much lower than state literacy rate.	Some use Malayalam [mal] in home and village, esp. with children. Use is less among youth. Home, village. Some young people, all adults. Mixed attitudes, from neutral to positive attitudes, with youth having more negative attitudes. Also use English [eng]. Also use Malayalam [mal].
hos	hoch1237	Ho Chi Minh City Sign Language	Primarily oral	EMPTY	NOT_EMPTY	NOT_EMPTY	1	0	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A		Bible portions: 2018–2019.	Vigorous. Used by all.
cie	cine1238	Cineni	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Traditional ceremonies and announcements. Some young people, all adults.Positive attitudes. Some also use English [eng], especially in local government area meetings(Hamm 2004a). Some also use Hausa [hau], especially the youth (Hamm 2004a).
pnc	pann1239	Pannei	Primarily oral	NOT_EMPTY	EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		Some young people, all adults. Most also use Indonesian [ind]. Most also use Mandar [mdr].
kux	kuka1246	Kukatja	Primarily oral	EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		1	0	N/A	N/A		Dictionary. Texts.	Some young people, all adults. Most also use English [eng]. Also use Martu Wangka [mpj]. Also use Ngaanyatjarra [ntj]. Also use Pintupi-Luritja [piu]. Also use Walmajarri [wmt]. Used as L2 by Martu Wangka [mpj].
cpg	capp1239	Greek (Cappadocian)	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		1	1	N/A	N/A	Greek script [Grek], used primarily at a scholarly level.	Dictionary. Grammar.	Shifted to Greek [ell].
mwi	labo1244	Labo	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Latin script [Latn].	Bible portions: 1905.	Endangered (2000 D. Tryon). Most key domains. Some young people, all adults. Positive attitudes.
xal	kalm1243	Kalmyk; Oirat	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		1	1	N/A	N/A	Cyrillic script [Cyrl], adopted in 1924, used in Russia and Mongolia. Mongolian script [Mong], Todo style, used in China.	Taught as subject in primary and secondary schools in the Republic of Kalmykia only. Dictionary. Grammar. NT: 1827–2009.	91% speak it as L1. Some young people, all adults. A few children learn the language. Also use Central Tibetan [bod], in religious domains. Also use Russian [rus].
mmy	miga1249	Migaama	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		1	0	50%–60%.	N/A	Latin script [Latn].	Literacy rate in L1: 50%–60%. Preschool literacy classes. Taught as subject in some primary schools. Dictionary. NT: 2021.	Vigorous. All domains except to Arabs in market, French to teachers in school. Oral use in administration, some in church, commerce. Used by all. Positive attitudes. Most also use Chadian Arabic [shu], men with high proficiency, women with low proficiency. Some also use French [fra]. Also use Standard Arabic [arb], which is taught in school.
goc	gora1262	Gorakor	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	25%–50%.	Unwritten [Qaax].	Literacy rate in L2: 25%–50%.	Also use Tok Pisin [tpi].
bpl	broo1238	Broome Pearling Lugger Pidgin	Primarily oral	EMPTY	EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	1	0	0		0	0	N/A	N/A			Shifted to English [eng].
git	gitx1241	Gitxsan	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		1	1	N/A	N/A	Latin script [Latn].	Dictionary. Grammar. Bible portions: 1906.	Small number of families in which children and young people are fluentspeakers. Taught in public schools in some communities and at the University of Northern BritishColumbia (Golla 2007). Some of all ages. Positive attitudes. All also use English [eng]. Allalso use Nisga’a [ncg].
gak	gamk1238	Gamkonora	Primarily oral	NOT_EMPTY	EMPTY	EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		
srk	seru1246	Serudung Murut	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	10% in Standard Malay [zsm].	Unwritten [Qaax].	Literacy rate in L2: 10% in Standard Malay [zsm].	Home, Friends, Work; Mixed use: Religion. Some young people, all adults. Positive attitudes. Many also use Sabah Malay [msi]. A few also use Standard Malay [zsm].
xdq	kajt1238	Kaitag	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	0	0		0	1	N/A	N/A	Cyrillic script [Cyrl].	Grammar.	Also use Russian [rus].
mfn	cros1244	Mbembe, Cross River	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	1	N/A	N/A	Latin script [Latn], used since 1985.	Grammar. NT: 1985–2013.	Used by all. Used as L2 by Legbo [agb].
sxg	shix1238	Shixing	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	1	N/A	N/A	Unwritten [Qaax].	Grammar.	All domains. Some young people, all adults. Some also use Mandarin Chinese [cmn]. Also use Central Tibetan [bod], in temples. Also use Khams Tibetan [khg]. Also use Lahu [lhu]. Also use Naxi [nxq]. Also use Northern Pumi [pmi]. Also use Southern Pumi [pmj].
toz	tooo1238	To	Primarily oral	NOT_EMPTY	EMPTY	EMPTY	0	1	0	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Unwritten [Qaax].		
bor	boro1282	Borôro	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	1	10%–30%.	15%–25%.	Latin script [Latn].	Literacy rate in L1: 10%–30%. Literacy rate in L2: 15%–25%. Grammar. Texts.NT: 1993–2019.	Spoken by one-third of the ethnic group (2024 F. Gerardi). Some youngpeople, all adults. Children are actively taught Bororo in Tereza Cristina and Perigara statesonly and, even there, they do not consistently use it (2024 F. Gerardi). Also use Portuguese[por], increasingly by children and young people, especially in Meruri.
kaj	jjuu1238	Jju	Primarily oral	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	0	0	1	0		0	0	10%–30%.	50%–75%.	Latin script [Latn], used since 1975.	Literacy rate in L1: 10%–30%. Literacy rate in L2: 50%–75%. Literacyprogram in progress. NT: 1982–2011.	Also use English [eng].
tyh	oduu1239	O'du	Primarily oral	EMPTY	EMPTY	NOT_EMPTY	0	0	0	0	0	0	0	1	0	0	0		0	0	N/A	N/A			Adults only. Shifting to Vietnamese [vie].
jml	juml1238	Jumli	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	1	0	1	0	0	0	0	0		1	0	N/A	N/A	Devanagari script [Deva].	Literature. Newspapers. Periodicals. Radio. Dictionary.	Home, friends, religion, work. Used by all. Mixed attitudes. Someembarrassed by their own speech when speaking to standard Nepali [npi] speakers. Also use Hindi[hin]. Also use Nepali [npi].
awx	awar1248	Awara	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		0	0	N/A	30%.	Latin script [Latn].	Literacy rate in L2: 30%. Children’s literacy schools. Literature. Bibleportions: 2011.	Vigorous. Used by all. Positive attitudes. Most also use Tok Pisin [tpi].Also use Wantoat [wnc], but mostly passively.
sxb	suba1238	Suba	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	0	0	0	1	0		0	0	Below 10%.	25%–50%.	Latin script [Latn].	Literacy rate in L1: Below 10%. Literacy rate in L2: 25%–50%. Taught as subject in some primary schools. Literature. Radio. Videos. NT: 2010. Revitalization efforts have been very effective.	Vigorous. Home, social gatherings. Used by all. Positive attitudes. All also use Dholuo [luo]. Also use English [eng].
dsb	lowe1385	Sorbian, Lower	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	1	1	1	0	0	1	0	0		1	1	N/A	N/A	Latin script [Latn].	Newspapers. Radio. TV. Dictionary. Grammar. Texts. Bible: 1796–1824.	Older adults only. Shifted to Standard German [deu].
hns	cari1275	Hindustani, Caribbean	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	1	1	1	0	0	0	1	0		1	0	N/A	50%–75%.	Latin script [Latn].	Literacy rate in L2: 50%–75%. Literature. Newspapers. Periodicals. Radio.TV. Videos. Dictionary. Texts. NT: 1997–2010.	All domains, except education. Used by all. Positive attitudes. Also useDutch [nld]. Also use Sranan Tongo [srn]. Used as L2 by Dutch [nld].
kal	kala1399	Kalaallisut	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	1	0	0	0	0		1	1	N/A	N/A	Latin script [Latn].	Taught in some primary schools in early grades only. Taught as subject in afew tertiary schools. Literature. Radio. Dictionary. Grammar. Texts. Bible: 1900.	Vigorous. Also use Danish [dan].
rap	rapa1244	Rapanui	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	0	0	0	1	0		1	1	50%–75%.	80%–90% in Spanish [spa].	Latin script [Latn].	Literacy rate in L1: 50%–75%. Literacy rate in L2: 80%–90% in Spanish [spa]. Literature. Radio. Dictionary. Grammar. NT: 2018. Agency: Academia de la Lengua Rapa Nui.	Was vigorous, but now declining. Young generation losing interest in the language. Revival efforts are in progress (Wurm 2007). Home, education. Some young people, all adults. All also use Spanish [spa].
vag	vagl1239	Vagla	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	1	1%–5%.	15%–25%.	Latin script [Latn], used since 1968.	Literacy rate in L1: 1%–5%. Literacy rate in L2: 15%–25%. Literature. Dictionary. Grammar. Bible: 2017.	Vigorous. All domains. Used by all. Also use Wali [wlx].
gej	genn1243	Gen	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	1	0	0	0	0	0		1	1	1%–5%.	N/A	Latin script [Latn].	Literacy rate in L1: 1%–5%. Radio. Dictionary. Grammar. Texts. Bible: 2014.	Used as L2 by Aguna [aug], Aja [ajg], Akebu [keu], Ginyanga [ayg], Kpessi[kef], Western Xwla Gbe [xwl].
hne	chha1249	Chhattisgarhi	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	1	1	1	0	0	0	1	0		0	1	N/A	N/A	Devanagari script [Deva].	Literature. Newspapers. Radio. TV. Grammar. NT: 2005–2012.	Nearly all domains. Positive attitudes. Also use English [eng]. Also useHindi [hin], but with low proficiency. Also use Odia [ory]. Used as L2 by Bhunjia [bhu], EasternMuria [emu], Far Western Muria [fmu].
ulu	umal1238	Uma' Lung	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Latin script [Latn].	Literature.	Decreasing due to mixed marriage and urbanization. All domains. Some young people, all adults. Also use Mainstream Kenyah [xkl], particularly Lepo Tau’ dialect.
txx	tata1257	Tatana	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	1	70%.	N/A	Latin script [Latn], developed in the mid-1980s.	Literacy rate in L1: 70%. Literature. Periodicals. Videos. Dictionary. Grammar. Agency: Sabah Tatana Cultural Association (STCA), KadazanDusun Cultural Association (KDCA).	Mixed use: Home, Friends, Religion, Work. Some young people, all adults. Some children and adults; all elderly. Positive attitudes. All also use Sabah Malay [msi]. Many also use Brunei [kxd]. Many also use Sabah Bisaya [bsy]. Many also use Standard Malay [zsm]. Some also use English [eng]. Some also use Kadazan Dusun [dtp]. A few also use Hakka Chinese [hak]. Used as L2 by Brunei [kxd], Klias River Kadazan [kqt], Papar [dpp], Sabah Bisaya [bsy], West Coast Bajau [bdr].
agt	cent2084	Agta, Central Cagayan	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		0	1	6%.	6%.	Latin script [Latn].	Literacy rate in L1: 6%. Literacy rate in L2: 6%. Literature. Grammar.Texts. NT: 1992–2018.	All domains. Used by all. Positive attitudes. Also use Filipino [fil], inschool. Also use Ilocano [ilo], with all non-Agta speakers.
whk	waha1238	Kenyah, Wahau	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Latin script [Latn], limited usage.	Literature.	Vigorous. Neutral attitudes. Also use Indonesian [ind], in education. Also use Mainstream Kenyah [xkl].
tkr	tsak1249	Tsakhur	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	1	0	0	0	0	0	0	0		0	0	N/A	N/A	Cyrillic script [Cyrl], used in Russia. Latin script [Latn], used in Azerbaijan.	Studied as a subject in some local schools (Sackett 2017). Literature. Newspapers. Videos. Bible portions: 2003–2012.	Some young people, all adults. Most children are speakers (Salminen 2007). Most also use North Azerbaijani [azj] (Sackett 2017). Many also use Russian [rus] (Sackett 2017).
onb	ling1262	Lingao	Written	EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	1	0	0	0	0	0		1	1	N/A	N/A		Chinese characters read with Lingao pronounciation. Radio. Dictionary. Grammar.	Vigorous. Other speakers in the area use it. All domains. Used by all. Positive attitudes. Also use Min Nan Chinese [nan], especially urban residents and in secondary schools. 200,000 speak the Hainan dialect.
ipo	ipik1244	Ipiko	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		0	0	Below 5%.	Below 5%.	Latin script [Latn], limited usage.	Literacy rate in L1: Below 5%. Literacy rate in L2: Below 5%. Literature.	Vigorous, but Ibigo dialect is nearly extinct. Used by all. Positiveattitudes. A few also use Tok Pisin [tpi]. Also use English [eng]. Also use Hiri Motu [hmo].
hrv	croa1245	Croatian	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	1	0	0	0	0		0	0	N/A	90%.	Braille script [Brai]. Latin script [Latn], primary usage.	Literacy rate in L2: 90%. Taught in all primary and secondary schools.Taught in all tertiary schools. Fully developed. Bible: 1831–1999.	Many also use English [eng]. Some also use Standard German [deu].
mfe	mori1278	Morisyen	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	1	0	0	1	0		1	1	N/A	N/A	Latin script [Latn].	Taught in most primary schools through grade 3. Dictionary. Grammar. Texts. NT: 2010.	Generally used at home while standard French [fra] is more commonly used in the workplace. Neutral attitudes. Lower prestige than French [fra] or English [eng]. Also use French [fra].
bao	waim1255	Waimaha	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		0	0	25%.	25%–40%.	Latin script [Latn].	Literacy rate in L1: 25%. Literacy rate in L2: 25%–40%. Letter writingbetween communities. Written and oral forms used in religious services. Taught as subject inprimary schools. Literature. NT: 2010.	Passed on from fathers to children. Most domains, home, family, religion,local commerce, community. Used by all. Positive attitudes. Some also use Spanish [spa],especially in school and with government officials. Also use Barasana-Eduria [bsn]. Also useCarapana [cbc]. Also use Macuna [myy]. Also use Tatuyo [tav]. Also use Tucano [tuo]. Also useTuyuca [tue]. Also use Wajiara [yui]. All use 2 to 4 of the other languages due to marriagepatterns across language boundaries. Children speak the language of each parent, but identifywith the father’s language. Used as L2 by Tuyuca [tue].
kua	kuan1247	Kuanyama	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	1	N/A	N/A	Braille script [Brai]. Latin script [Latn], primary usage.	Most adults can read it, while most youth cannot. To date, it is used as a written standard by the Mbadja people as well as the Kwanyama people (2014 SIL). Taught as subject in primary schools in grades 1–6 in Cunene province. Literature. Dictionary. Grammar. Bible: 1974.	Used as L2 by Nkumbi [khu], Northwestern !Kung [vaj].
kik	kiku1240	Kikuyu	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	1	1	1	0	0	0	0	0		1	1	30%–60%.	75%–100%.	Latin script [Latn].	Literacy rate in L1: 30%–60%. Literacy rate in L2: 75%–100%. 95% of thechildren are in school. Taught as subject in some primary schools. Literature. Newspapers.Periodicals. Radio. TV. Videos. Dictionary. Grammar. Texts. Bible: 1951–1965.	Vigorous. Home, social gatherings, business. Used by all. Positiveattitudes. Also use English [eng]. Also use Swahili [swh]. Used as L2 by Gichuka [cuh], Kiembu[ebu], Kitharaka [thk].
bew	beta1252	Betawi	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	1	1	0	0	0	0	0		0	1	N/A	N/A	Latin script [Latn].	Radio. TV. Videos. Grammar.	Two villages in the Jakarta area, Condet and Setu Babakan, show a markeddecline in the use of Betawi by adults as well as by young people, shifting to Indonesian [ind](Lauder and Lauder 2017, Nur 2021). Functions as a Low variety in a diglossic situation, but hascovert prestige when used by the upper class. Some young people, all adults. Mixed attitudes,some young people have negative attitudes towards the language (Nur 2021). Many also useIndonesian [ind] (Nur 2021).
mxb	tezo1238	Mixtec, Tezoatlán	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		1	1	N/A	N/A	Latin script [Latn].	Because of different efforts by SIL, government officials and Mixtec organizations, more people are learning to read and write Mixtec. Literature. Dictionary. Grammar. NT: 2006.	Almost all speak Mixtec to their children, except in 2 towns where Spanish [spa] is mostly used. All domains, mostly oral; written use in church. Used by all. Neutral attitudes. A few also use English [eng]. Also use Spanish [spa], especially youth.
idu	idom1241	Idoma	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	1	1	0	0	0	0	0		0	1	N/A	N/A	Latin script [Latn], used since 1979.	Radio. TV. Grammar. Bible: 2014.	Adult education.
rkt	rang1265	Rangpuri	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	1	0	0	0	0	0		1	1	N/A	N/A	Bengali (Bangla) script [Beng].	Literature. Radio. Dictionary. Grammar. Bible portions: 2008–2011.	Used by all. Positive attitudes. Used as L2 by Kurux [kru], Mundari [unr], Oraon Sadri [sdr], Santhali [sat], Sauria Paharia [mjt].
mpe	maja1242	Majang	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	0	0	1	0	0	1	0		0	0	N/A	21%.	Ethiopic script [Ethi], used until 1990s. Latin script [Latn], official in Gambela Region.	Literacy rate in L2: 21%. Taught in primary schools in the early grades in Gambela state. NT: 2017.	Also use Amharic [amh]. Used as L2 by Shabo [sbf].
daj	darf1239	Daju, Dar Fur	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		0	0	N/A	N/A	Latin script [Latn].	Orthography and literacy materials produced. Literature.	Used by all. Also use Sudanese Arabic [apd].
aer	east2379	Arrernte, Eastern	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	0	0	1	1	0	0	0	1	0		1	1	10%.	50%.	Latin script [Latn].	Literacy rate in L1: 10%. Literacy rate in L2: 50%. Taught as subject inprimary schools. Radio. TV. Videos. Dictionary. Grammar. Texts. NT: 2017.	Most also use English [eng].
kzi	kela1258	Kelabit	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	1	N/A	N/A	Latin script [Latn], developed in about 2009.	Community mother-tongue based play school started in 2007 in Bario. Literature. Dictionary. Grammar. Bible portions: 1965.	Decreasingly used by the youth. All domains in the village. Positive attitudes. Most also use Lundayeh [lnd].
tgo	sude1239	Sudest	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	1	0		1	1	50%–70%.	75%–90% in Misima-Panaeati [mpx], Rifao [nmw], or English [eng].	Latin script [Latn].	Literacy rate in L1: 50%–70%. Literacy rate in L2: 75%–90% in Misima-Panaeati [mpx], Rifao [nmw], or English [eng]. When possible, used by community schools. Literature. Dictionary. Grammar. Texts. NT: 2014.	Vigorous. All domains. Used by all. Positive attitudes. Most also use English [eng]. Also use Misima-Panaeati [mpx]. Also use Rifao [nmw]. Used as L2 by Yélî Dnye [yle].
nan	minn1241	Min Nan Chinese	Written	NOT_EMPTY	NOT_EMPTY	NOT_EMPTY	0	0	1	0	0	0	0	0	0	0	0		1	1	N/A	91% (2000 census, Han nationality).	Bopomofo script [Bopo], used since 1998, used in Taiwan. Han script, Simplified variant [Hans]. Katakana script [Kana], used between 1895–1945, once used in Taiwan. Latin script [Latn], used since 1850.	Literacy rate in L2: 91% (2000 census, Han nationality). Highly literate in Chinese and they use that literature. Literature. Dictionary. Grammar. Bible: 1933.	Other speakers use it for commerce. Most domains. Used by all. Positive attitudes. Also use English [eng]. Also use Mandarin Chinese [cmn]. Also use Yue Chinese [yue]. Used as L2 by Lingao [onb], She [shx], Tsat [huq].
